0.000117,10000
0.000184,20000
0.000234,30000
0.000399,40000
0.000457,50000
0.000509,60000
0.000689,70000
0.000606,80000
0.000655,90000
0.000719,100000
0.000744,110000
0.000946,120000
0.000993,130000
0.001358,140000
0.00129,150000
0.001339,160000
0.00132,170000
0.001418,180000
0.001351,190000
0.001575,200000
0.001726,210000
0.001603,220000
0.001719,230000
0.001814,240000
0.00254,250000
0.002399,260000
0.002624,270000
0.002429,280000
0.002556,290000
0.002659,300000
0.002716,310000
0.002693,320000
0.002852,330000
0.003184,340000
0.002925,350000
0.003051,360000
0.003486,370000
0.00334,380000
0.003199,390000
0.003502,400000
0.003605,410000
0.003497,420000
0.00411,430000
0.004037,440000
0.003877,450000
0.004142,460000
0.004473,470000
0.004634,480000
0.00487,490000
0.004435,500000
0.004531,510000
0.004674,520000
0.006421,530000
0.00613,540000
0.006406,550000
0.006236,560000
0.006286,570000
0.0069,580000
0.006392,590000
0.006531,600000
0.006978,610000
0.006889,620000
0.006788,630000
0.007386,640000
0.006823,650000
0.007161,660000
0.007194,670000
0.006201,680000
0.007083,690000
0.008001,700000
0.007254,710000
0.007247,720000
0.00952,730000
0.007297,740000
0.006958,750000
0.007119,760000
0.007562,770000
0.006955,780000
0.007616,790000
0.007447,800000
0.007855,810000
0.00795,820000
0.008598,830000
0.0085,840000
0.00857,850000
0.009057,860000
0.0086,870000
0.00835,880000
0.008754,890000
0.008695,900000
0.012876,910000
0.008428,920000
0.011169,930000
0.009647,940000
0.024724,950000
0.02766,960000
0.009101,970000
0.009477,980000
0.00987,990000
0.009366,1000000
