0.000416,1000
0.001761,2000
0.004156,3000
0.008048,4000
0.010922,5000
0.017573,6000
0.025379,7000
0.032566,8000
0.044292,9000
0.052333,10000
0.059085,11000
0.075405,12000
0.08087,13000
0.093058,14000
0.11036,15000
0.128105,16000
0.143248,17000
0.184308,18000
0.189587,19000
0.187613,20000
0.315877,21000
0.389868,22000
0.429336,23000
0.363243,24000
0.306391,25000
0.349065,26000
0.301923,27000
0.340709,28000
0.380435,29000
0.396195,30000
0.422604,31000
0.403925,32000
0.464869,33000
0.626521,34000
0.62259,35000
0.652745,36000
0.593557,37000
0.765829,38000
0.74705,39000
0.758578,40000
0.843814,41000
0.851445,42000
0.886921,43000
1.02929,44000
1.18243,45000
1.18306,46000
1.02384,47000
0.89005,48000
0.98073,49000
1.00295,50000
